Symbol	Species
tat	human immunodeficiency virus type 1 group m subtype b (isolate cdc-451) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype b (isolate rf/hat3) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate hxb2) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate bru/lai) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate bru/lai) (hiv-1)
env	simian immunodeficiency virus (isolate mm251) (siv-mac) (simian immunodeficiency virus rhesus monkey)
KEX1	saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast)
tat	human immunodeficiency virus type 1 group m subtype f2 (isolate mp255) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype f2 (isolate mp257) (hiv-1)
tat	human immunodeficiency virus type 1 group o (isolate ant70) (hiv-1)
tat	human immunodeficiency virus type 1 group o (isolate mvp5180) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype k (isolate 97zr-eqtb11) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype k (isolate 96cm-mp535) (hiv-1)
	bothrops pirajai (piraja's lancehead)
	naja kaouthia (monocled cobra) (naja siamensis)
	vipera berus berus (common viper)
	trimeresurus gramineus (bamboo pit viper) (indian green tree viper)
	agkistrodon contortrix laticinctus (broad-banded copperhead) (agkistrodon mokasen laticinctus)
	bothrops atrox (barba amarilla) (fer-de-lance)
	bothrops jararaca (jararaca) (bothrops jajaraca)
	bothrops leucurus (whitetail lancehead)
	daboia russelii (russel's viper) (vipera russelii)
	naja oxiana (central asian cobra) (oxus cobra)
E	severe acute respiratory syndrome coronavirus 2 (2019-ncov) (sars-cov-2)
	bothrops jararacussu (jararacussu)
PRKCA	oryctolagus cuniculus (rabbit)
M2	reovirus type 1 (strain lang) (t1l) (mammalian orthoreovirus 1)
M2	reovirus type 3 (strain dearing) (t3d) (mammalian orthoreovirus 3)
env	simian immunodeficiency virus (isolate k78) (siv-mac) (simian immunodeficiency virus rhesus monkey)
env	human immunodeficiency virus type 2 subtype a (isolate sblisy) (hiv-2)
nef	human immunodeficiency virus type 1 group m subtype d (isolate z2/cdc-z34) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype b (isolate brva) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype d (isolate z2/cdc-z34) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate brva) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate jh32) (hiv-1)
env	simian immunodeficiency virus (isolate f236/smh4) (siv-sm) (simian immunodeficiency virus sooty mangabey monkey)
tat	human immunodeficiency virus type 1 group m subtype d (isolate z2/cdc-z34) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate ny5) (hiv-1)
TP53	chlorocebus aethiops (green monkey) (cercopithecus aethiops)
DDIT3	cricetulus griseus (chinese hamster) (cricetulus barabensis griseus)
PPIA	cricetulus griseus (chinese hamster) (cricetulus barabensis griseus)
env	human immunodeficiency virus type 2 subtype b (isolate d205) (hiv-2)
M	rabies virus (strain sad b19) (rabv)
GAPDH	cricetulus griseus (chinese hamster) (cricetulus barabensis griseus)
env	simian immunodeficiency virus (isolate cpz gab1) (siv-cpz) (chimpanzee immunodeficiency virus)
tat	simian immunodeficiency virus (isolate cpz gab1) (siv-cpz) (chimpanzee immunodeficiency virus)
nef	simian immunodeficiency virus (isolate cpz gab1) (siv-cpz) (chimpanzee immunodeficiency virus)
env	human immunodeficiency virus type 2 subtype a (isolate d194) (hiv-2)
env	human immunodeficiency virus type 2 subtype a (isolate ghana-1) (hiv-2)
env	human immunodeficiency virus type 2 subtype a (isolate ben) (hiv-2)
env	human immunodeficiency virus type 1 group m subtype d (isolate ndk) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype d (isolate ndk) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype d (isolate ndk) (hiv-1)
env	simian immunodeficiency virus (isolate pbj14/bcl-3) (siv-sm) (simian immunodeficiency virus sooty mangabey monkey)
nef	human immunodeficiency virus type 1 group m subtype b (isolate sf33) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype b (isolate sf162) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate sf33) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate sf162) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate mfa) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype b (isolate sf33) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype b (isolate sf162) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype b (isolate jrcsf) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate jrcsf) (hiv-1)
env	human immunodeficiency virus type 2 subtype a (isolate st) (hiv-2)
tat	human immunodeficiency virus type 1 group m subtype b (isolate jrcsf) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype b (isolate oyi) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate oyi) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype b (isolate oyi) (hiv-1)
env	simian immunodeficiency virus (isolate gb1) (siv-mnd) (simian immunodeficiency virus mandrill)
env	human immunodeficiency virus type 2 subtype a (isolate cam2) (hiv-2)
tat	human immunodeficiency virus type 1 group m subtype a (isolate u455) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype a (isolate u455) (hiv-1)
	hepatitis c virus genotype 2a (isolate hc-j6) (hcv)
	hepatitis c virus genotype 2b (isolate hc-j8) (hcv)
	hepatitis c virus genotype 1b (isolate japanese) (hcv)
	hepatitis c virus genotype 1b (isolate bk) (hcv)
	hepatitis c virus genotype 1a (isolate 1) (hcv)
mapk1	xenopus laevis
env	simian immunodeficiency virus agm.vervet (isolate agm155) (siv-agm.ver) (simian immunodeficiency virus african green monkey vervet)
	hepatitis c virus (isolate ec1) (hcv)
	hepatitis c virus (isolate hct27) (hcv)
	hepatitis c virus (isolate hct18) (hcv)
	hepatitis c virus (isolate th) (hcv)
	hepatitis c virus genotype 1a (isolate h77) (hcv)
	hepatitis c virus (isolate hc-j2) (hcv)
	hepatitis c virus (isolate hc-j5) (hcv)
	hepatitis c virus (isolate hc-j7) (hcv)
env	simian immunodeficiency virus agm.vervet (isolate agm3) (siv-agm.ver) (simian immunodeficiency virus african green monkey vervet)
	hepatitis c virus genotype 1b (isolate taiwan) (hcv)
env	human immunodeficiency virus type 1 group m subtype b (isolate kb-1/etr) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate wmj1) (hiv-1)
env	human immunodeficiency virus type 2 subtype a (isolate st/24.1c#2) (hiv-2)
CSNK2A1	oryctolagus cuniculus (rabbit)
nef	human immunodeficiency virus type 1 group m subtype b (isolate yu-2) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (isolate yu-2) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype b (isolate yu-2) (hiv-1)
FIS1	saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast)
TP53	felis catus (cat) (felis silvestris catus)
ced-3	caenorhabditis remanei (caenorhabditis vulgaris)
GAPDH	oryctolagus cuniculus (rabbit)
LGALS7; LGALS7B	homo sapiens
LGALS1	cricetulus griseus (chinese hamster) (cricetulus barabensis griseus)
BXI1	saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast)
S100A9	oryctolagus cuniculus (rabbit)
gapdh	xenopus laevis
GAPDH	mesocricetus auratus (golden hamster)
TP53	ovis aries (sheep)
APP	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
NMA111	saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast)
CASP7	mesocricetus auratus (golden hamster)
TP53	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
TP53	macaca mulatta (rhesus macaque)
Dnase2	mus musculus
	crotalus atrox (western diamondback rattlesnake)
MDM2	canis lupus familiaris (dog) (canis familiaris)
MDM2	equus caballus (horse)
	severe acute respiratory syndrome coronavirus (sars-cov)
E	severe acute respiratory syndrome coronavirus (sars-cov)
Thoc1	rattus norvegicus
PTEN	canis lupus familiaris (dog) (canis familiaris)
TP53	macaca fuscata fuscata (japanese macaque)
DYNLL1	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
ROCK1	pan troglodytes (chimpanzee)
PPIA	chlorocebus aethiops (green monkey) (cercopithecus aethiops)
PPIA	macaca mulatta (rhesus macaque)
PPIA	papio anubis (olive baboon)
FASLG	macaca nemestrina (pig-tailed macaque)
FASLG	macaca mulatta (rhesus macaque)
FASLG	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
TP53	bos indicus (zebu)
RPS6KB1	oryctolagus cuniculus (rabbit)
tat	human immunodeficiency virus type 1 group m subtype b (isolate bh10) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype b (isolate hxb3) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate hxb2) (hiv-1)
GAPDH	cavia porcellus (guinea pig)
PSEN1	microcebus murinus (gray mouse lemur) (lemur murinus)
TP53	equus caballus (horse)
	jaculus orientalis (greater egyptian jerboa)
HINT1	oryctolagus cuniculus (rabbit)
	macrovipera lebetina (levantine viper) (vipera lebetina)
	calloselasma rhodostoma (malayan pit viper) (agkistrodon rhodostoma)
	ophiophagus hannah (king cobra) (naja hannah)
LSD1	arabidopsis thaliana (mouse-ear cress)
esxA	mycobacterium tuberculosis (strain atcc 25618 / h37rv)
	hepatitis c virus genotype 1b (isolate hc-jt) (hcv)
TP53	mesocricetus auratus (golden hamster)
	hepatitis c virus (isolate hcv-kf) (hcv)
	hepatitis c virus (isolate hcv-476) (hcv)
CDK5	bos taurus
env	simian immunodeficiency virus agm.grivet (isolate agm gr-1) (siv-agm.gri) (simian immunodeficiency virus african green monkey grivet)
fgfr2	xenopus laevis
	hepatitis c virus genotype 1b (isolate hc-j1) (hcv)
GAPDH	coturnix japonica (japanese quail) (coturnix coturnix japonica)
YSP2	saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast)
MCA1	saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast)
USP17L24; USP17L25; USP17L26; USP17L27; USP17L28; USP17L29; USP17L30	homo sapiens
RPS3	sus scrofa
PPIA	saguinus oedipus (cotton-top tamarin)
PPIA	symphalangus syndactylus (siamang) (hylobates syndactylus)
PPIA	nomascus leucogenys (northern white-cheeked gibbon) (hylobates leucogenys)
PPIA	hylobates lar (lar gibbon) (white-handed gibbon)
PPIA	gorilla gorilla gorilla (western lowland gorilla)
PPIA	pan troglodytes (chimpanzee)
PPIA	pan paniscus (pygmy chimpanzee) (bonobo)
nef	simian immunodeficiency virus (isolate ek505) (siv-cpz) (chimpanzee immunodeficiency virus)
env	simian immunodeficiency virus (isolate ek505) (siv-cpz) (chimpanzee immunodeficiency virus)
tat	simian immunodeficiency virus (isolate ek505) (siv-cpz) (chimpanzee immunodeficiency virus)
nef	simian immunodeficiency virus (isolate mb66) (siv-cpz) (chimpanzee immunodeficiency virus)
env	simian immunodeficiency virus (isolate mb66) (siv-cpz) (chimpanzee immunodeficiency virus)
tat	simian immunodeficiency virus (isolate mb66) (siv-cpz) (chimpanzee immunodeficiency virus)
EPHA2	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
TRIM39	pan troglodytes (chimpanzee)
GAPDH	canis lupus familiaris (dog) (canis familiaris)
GAPDH	ovis aries (sheep)
SLC5A11	oryctolagus cuniculus (rabbit)
melk	xenopus tropicalis (western clawed frog) (silurana tropicalis)
TP53	equus asinus (donkey) (equus africanus asinus)
TP53	canis lupus familiaris (dog) (canis familiaris)
CRY1	arabidopsis thaliana (mouse-ear cress)
	daboia siamensis (eastern russel's viper) (daboia russelii siamensis)
GAPDH	spermophilus citellus (european suslik) (citellus citellus)
GNB2L1	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
TNFAIP3	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
GIN4	candida albicans (strain sc5314 / atcc mya-2876) (yeast)
	hepatitis c virus (isolate glasgow) (hcv)
	hepatitis c virus genotype 6a (isolate 6a33) (hcv)
CASP3	pan troglodytes (chimpanzee)
APP	pan troglodytes (chimpanzee)
CASP3	saimiri boliviensis boliviensis (bolivian squirrel monkey)
RNF34	pongo abelii
PRKCD	canis lupus familiaris (dog) (canis familiaris)
GAPDH	pelodiscus sinensis (chinese softshell turtle) (trionyx sinensis)
MEF2C	pongo abelii
RPS3	pongo abelii
PSEN1	pongo abelii
ATG5	pongo abelii
BECN1	pongo abelii
CCAR2	pongo abelii
PPIA	pongo pygmaeus (bornean orangutan)
BIRC5	pongo abelii
OPA1	pongo abelii
SQSTM1	pongo abelii
CHI3L1	pongo abelii
RHBDD1	pongo abelii
CDK1	pongo abelii
MEF2A	pongo abelii
MAP3K7	pongo abelii
DAXX	canis lupus familiaris (dog) (canis familiaris)
APP	cavia porcellus (guinea pig)
MDM2	mesocricetus auratus (golden hamster)
Pea15	mus musculus
TP53	otospermophilus beecheyi (california ground squirrel) (spermophilus beecheyi)
	hepatitis c virus genotype 2c (isolate bebe1) (hcv)
	hepatitis c virus genotype 6g (isolate jk046) (hcv)
	hepatitis c virus genotype 3k (isolate jk049) (hcv)
X	hepatitis b virus genotype c subtype ayr (isolate human/japan/okamoto/-) (hbv-c)
	hepatitis gb virus b (gbv-b) (gb virus b)
PPIA	aotus trivirgatus (three-striped night monkey) (douroucouli)
BIRC5	felis catus (cat) (felis silvestris catus)
stk3	xenopus laevis
Bag6-b	xenopus laevis
PSEN1	canis lupus familiaris (dog) (canis familiaris)
omp38	acinetobacter baumannii (strain atcc 19606 / dsm 30007 / jcm 6841 / ccug 19606 / cip 70.34 / nbrc 109757 / ncimb 12457 / nctc 12156 / 81)
	gloydius halys (chinese water mocassin) (agkistrodon halys)
	bothrops moojeni (lance-headed viper) (caissaca)
CHI3L1	ovis aries (sheep)
env	human immunodeficiency virus type 1 group m subtype b (isolate lw123) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype b (isolate lw123) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype b (strain 89.6) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype b (strain 89.6) (hiv-1)
env	human immunodeficiency virus type 2 subtype a (isolate kr) (hiv-2)
env	human immunodeficiency virus type 1 group m subtype c (isolate eth2220) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype c (isolate eth2220) (hiv-1)
env	human immunodeficiency virus type 2 subtype b (isolate uc1) (hiv-2)
env	human immunodeficiency virus type 1 group o (isolate ant70) (hiv-1)
nef	human immunodeficiency virus type 1 group o (isolate ant70) (hiv-1)
env	human immunodeficiency virus type 1 group o (isolate mvp5180) (hiv-1)
nef	human immunodeficiency virus type 1 group o (isolate mvp5180) (hiv-1)
prkcb	xenopus laevis
thoc1	danio rerio
MDM2	felis catus (cat) (felis silvestris catus)
CHI3L1	bubalus bubalis (domestic water buffalo)
STK4	squalus acanthias (spiny dogfish)
FOXO1	ictidomys tridecemlineatus (thirteen-lined ground squirrel) (spermophilus tridecemlineatus)
	hepatitis c virus genotype 3a (isolate nzl1) (hcv)
	hepatitis c virus genotype 3b (isolate tr-kj) (hcv)
	hepatitis c virus genotype 3a (isolate k3a) (hcv)
	hepatitis c virus genotype 1c (isolate hc-g9) (hcv)
FASLG	felis catus (cat) (felis silvestris catus)
env	human immunodeficiency virus type 2 subtype b (isolate eho) (hiv-2)
nef	human immunodeficiency virus type 1 group m subtype b (strain 89.6) (hiv-1)
	simian immunodeficiency virus (isolate tan1) (siv-cpz) (chimpanzee immunodeficiency virus)
GFA2	arabidopsis thaliana (mouse-ear cress)
PPIA	felis catus (cat) (felis silvestris catus)
PSEN1	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
BIRC5	canis lupus familiaris (dog) (canis familiaris)
Akt	drosophila melanogaster
birc7-a	xenopus laevis
GABARAP	oryctolagus cuniculus (rabbit)
KTI4	arabidopsis thaliana (mouse-ear cress)
CHI3L1	capra hircus (goat)
TP53	delphinapterus leucas (beluga whale)
	protobothrops flavoviridis (habu) (trimeresurus flavoviridis)
FGFR2	notophthalmus viridescens (eastern newt) (triturus viridescens)
FGFR2	pleurodeles waltl (iberian ribbed newt)
FGFR3	pleurodeles waltl (iberian ribbed newt)
	hepatitis c virus genotype 1c (isolate india) (hcv)
	hepatitis c virus genotype 1b (isolate hcr6) (hcv)
stk11	xenopus laevis
melk	xenopus laevis
Chia	mus musculus
Nrif2	mus musculus
LCB1	arabidopsis thaliana (mouse-ear cress)
APP	saimiri sciureus (common squirrel monkey)
TP53	oryctolagus cuniculus (rabbit)
PIM1	felis catus (cat) (felis silvestris catus)
MAPK14	pan troglodytes (chimpanzee)
	molluscum contagiosum virus subtype 1 (mocv) (mcvi)
	hepatitis c virus genotype 2a (isolate jfh-1) (hcv)
FASLG	cercocebus atys (sooty mangabey) (cercocebus torquatus atys)
FAS	cercocebus atys (sooty mangabey) (cercocebus torquatus atys)
FAS	macaca mulatta (rhesus macaque)
	hepatitis c virus genotype 2b (isolate jput971017) (hcv)
SAG12	arabidopsis thaliana (mouse-ear cress)
NAC92	arabidopsis thaliana (mouse-ear cress)
STK17A	oryctolagus cuniculus (rabbit)
aif	dictyostelium discoideum (social amoeba)
nef	human immunodeficiency virus type 1 group n (isolate ybf106) (hiv-1)
env	human immunodeficiency virus type 1 group n (isolate ybf106) (hiv-1)
tat	human immunodeficiency virus type 1 group n (isolate ybf106) (hiv-1)
BCL2	cricetulus griseus (chinese hamster) (cricetulus barabensis griseus)
BI-1	arabidopsis thaliana (mouse-ear cress)
LCB2a	arabidopsis thaliana (mouse-ear cress)
BAG7	arabidopsis thaliana (mouse-ear cress)
ATL55	arabidopsis thaliana (mouse-ear cress)
C1QBP	chlorocebus aethiops (green monkey) (cercopithecus aethiops)
CASP1	felis catus (cat) (felis silvestris catus)
CASP1	canis lupus familiaris (dog) (canis familiaris)
GAPDH	felis catus (cat) (felis silvestris catus)
pten	xenopus laevis
nef	human immunodeficiency virus type 1 group m subtype h (isolate vi991) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype h (isolate vi991) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype h (isolate vi991) (hiv-1)
	hepatitis c virus genotype 2k (isolate vat96) (hcv)
nef	human immunodeficiency virus type 1 group m subtype k (isolate 96cm-mp535) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype k (isolate 96cm-mp535) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype f2 (isolate mp257) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype f2 (isolate mp257) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype f2 (isolate mp255) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype f2 (isolate mp255) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype k (isolate 97zr-eqtb11) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype k (isolate 97zr-eqtb11) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype b (isolate lai) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype f1 (isolate vi850) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype f1 (isolate vi850) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype f1 (isolate vi850) (hiv-1)
PARP1	cricetulus griseus (chinese hamster) (cricetulus barabensis griseus)
AHL27	arabidopsis thaliana (mouse-ear cress)
RAC1	oryza sativa subsp. japonica (rice)
VDAC1	oryctolagus cuniculus (rabbit)
TP53	tupaia belangeri (common tree shrew) (tupaia glis belangeri)
PPIA	oryctolagus cuniculus (rabbit)
CASP1	equus caballus (horse)
	pieris rapae (small white butterfly) (artogeia rapae)
Sin1	drosophila melanogaster
Daxx	drosophila melanogaster
BI-1	drosophila melanogaster
Rab3-GEF	drosophila melanogaster
Bfc	drosophila melanogaster
tat	human immunodeficiency virus type 1 group m subtype j (isolate se9280) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype j (isolate se9280) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype j (isolate se9280) (hiv-1)
tat	human immunodeficiency virus type 1 group m subtype j (isolate se9173) (hiv-1)
env	human immunodeficiency virus type 1 group m subtype j (isolate se9173) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype j (isolate se9173) (hiv-1)
	hepatitis c virus genotype 1b (isolate con1) (hcv)
Hipk2	mesocricetus auratus (golden hamster)
TP53	cavia porcellus (guinea pig)
SGK1	oryctolagus cuniculus (rabbit)
PEA15	cricetulus griseus (chinese hamster) (cricetulus barabensis griseus)
	bothrops pictus (desert lancehead)
BIRC3	canis lupus familiaris (dog) (canis familiaris)
STK4	papio anubis (olive baboon)
STK4	colobus guereza (mantled guereza) (eastern black-and-white colobus monkey)
STK4	lemur catta (ring-tailed lemur)
STK4	aotus nancymaae (ma's night monkey)
STK4	chlorocebus aethiops (green monkey) (cercopithecus aethiops)
	naja atra (chinese cobra)
birc7	xenopus tropicalis (western clawed frog) (silurana tropicalis)
triap1	xenopus tropicalis (western clawed frog) (silurana tropicalis)
birc7-b	xenopus laevis
het-S	podospora anserina (strain s / atcc mya-4624 / dsm 980 / fgsc 10383) (pleurage anserina)
HtrA2	drosophila ananassae (fruit fly)
HtrA2	drosophila erecta (fruit fly)
aifm2	xenopus tropicalis (western clawed frog) (silurana tropicalis)
HtrA2	drosophila sechellia (fruit fly)
HtrA2	drosophila grimshawi (hawaiian fruit fly) (idiomyia grimshawi)
HtrA2	drosophila mojavensis (fruit fly)
HtrA2	drosophila willistoni (fruit fly)
HtrA2	drosophila yakuba (fruit fly)
HtrA2	drosophila simulans (fruit fly)
AIFM2	taeniopygia guttata (zebra finch) (poephila guttata)
BABAM2	branchiostoma floridae (florida lancelet) (amphioxus)
ciapin1-B	salmo salar (atlantic salmon)
LGALS1	bubalus bubalis (domestic water buffalo)
LGALS1	capra hircus (goat)
RNF152	ailuropoda melanoleuca (giant panda)
RPS3	oryctolagus cuniculus (rabbit)
tp53	platichthys flesus (european flounder) (pleuronectes flesus)
fgfr3	xenopus laevis
AIMP1	cricetulus griseus (chinese hamster) (cricetulus barabensis griseus)
tp53	xiphophorus hellerii (green swordtail)
KEX1	komagataella pastoris (yeast) (pichia pastoris)
CDKN2A	monodelphis domestica (gray short-tailed opossum)
rad21	xenopus laevis
tp53	ictalurus punctatus (channel catfish) (silurus punctatus)
CYCS	ateles sp. (spider monkey)
CYCS	oryctolagus cuniculus (rabbit)
CYCS	mirounga leonina (southern elephant seal) (phoca leonina)
CYCS	miniopterus schreibersii (schreibers's long-fingered bat) (vespertilio schreibersii)
CYCS	macropus giganteus (eastern gray kangaroo)
rps3-a	xenopus laevis
	epstein-barr virus (strain b95-8) (hhv-4) (human herpesvirus 4)
	human adenovirus c serotype 5 (hadv-5) (human adenovirus 5)
E1B	human adenovirus c serotype 2 (hadv-2) (human adenovirus 2)
	human immunodeficiency virus type 1 group m subtype b (isolate bh5) (hiv-1)
M	vesicular stomatitis indiana virus (strain glasgow) (vsiv)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate rf/hat3) (hiv-1)
tp53	xenopus laevis
M	vesicular stomatitis new jersey virus (strain ogden subtype concan) (vsnjv)
PB1	influenza a virus (strain a/puerto rico/8/1934 h1n1)
vpr	human immunodeficiency virus type 1 group m subtype k (isolate 96cm-mp535) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype k (isolate 97zr-eqtb11) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype f2 (isolate mp255) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype f2 (isolate mp257) (hiv-1)
	human t-cell leukemia virus 1 (strain japan atk-1 subtype a) (htlv-1)
	crotalus durissus cascavella (northeastern brazilian rattlesnake)
	eristicophis macmahoni (leaf-nosed viper)
ECSCR	canis lupus familiaris (dog) (canis familiaris)
	bothrops marajoensis (marajo lancehead)
	vipera ammodytes ammodytes (western sand viper)
	bothrops alternatus (urutu) (rhinocerophis alternatus)
	trimeresurus purpureomaculatus (mangrove pit viper) (cryptelytrops purpureomaculatus)
DNASE1	ovis aries (sheep)
M2	reovirus type 2 (strain d5/jones) (t2j) (mammalian orthoreovirus 2)
nef	human immunodeficiency virus type 1 group m subtype b (isolate jh32) (hiv-1)
nef	human immunodeficiency virus type 1 group m subtype d (isolate z84) (hiv-1)
	human immunodeficiency virus type 1 group m subtype b (isolate brva) (hiv-1)
	human immunodeficiency virus type 1 group m subtype b (isolate jh32) (hiv-1)
	human immunodeficiency virus type 1 group m subtype u (isolate z3) (hiv-1)
	human immunodeficiency virus type 1 group m subtype a (isolate z321) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate rf/hat3) (hiv-1)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate sf162) (hiv-1)
tp53	oncorhynchus mykiss (rainbow trout) (salmo gairdneri)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate yu-2) (hiv-1)
vpr	human immunodeficiency virus type 1 group m subtype b (isolate yu-2) (hiv-1)
WWM1	saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast)
rps3-b	xenopus laevis
AIF1	saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast)
CYCS	ovis aries (sheep)
DYNLL1	oryctolagus cuniculus (rabbit)
CYCS	equus quagga burchellii (burchell's zebra) (equus burchelli)
CYCS	equus asinus (donkey) (equus africanus asinus)
CYCS	lama guanicoe (guanaco) (lama glama guanicoe)
CYCS	camelus dromedarius (dromedary) (arabian camel)
CYCS	eschrichtius robustus (california gray whale) (eschrichtius gibbosus)
vpu	human immunodeficiency virus type 1 group m subtype b (isolate bh10) (hiv-1)
X	hepatitis b virus genotype a2 subtype adw2 (strain rutter 1979) (hbv-a)
tp53	oryzias latipes (japanese rice fish) (japanese killifish)
RPS3	ambystoma mexicanum (axolotl)
LGALS1	ovis aries (sheep)
CYCS	pan troglodytes (chimpanzee)
LSD1	oryza sativa subsp. japonica (rice)
PMAIP1	canis lupus familiaris (dog) (canis familiaris)
	deinagkistrodon acutus (hundred-pace snake) (agkistrodon acutus)
HtrA2	drosophila pseudoobscura pseudoobscura (fruit fly)
TRADD	bos taurus
kex1	aspergillus oryzae (strain atcc 42149 / rib 40) (yellow koji mold)
Svmp3-Eoc1	echis ocellatus (ocellated saw-scaled viper)
BNIP3L	bos taurus
	penaeus vannamei (whiteleg shrimp) (litopenaeus vannamei)
XKR8	pan troglodytes (chimpanzee)
DNASE1	equus caballus (horse)
	pseudechis australis (mulga snake) (king brown snake)
RALB	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
NAE1	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
UBE2D3	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
SGK1	macaca fascicularis (crab-eating macaque) (cynomolgus monkey)
ciapin1	xenopus laevis
Nrif1	rattus norvegicus
KEX1	candida albicans (strain sc5314 / atcc mya-2876) (yeast)
sgk1	xenopus tropicalis (western clawed frog) (silurana tropicalis)
xiap	xenopus tropicalis (western clawed frog) (silurana tropicalis)
PUF60	pongo abelii
RALB	pongo abelii
UBE2D3	pongo abelii
RMDN3	pongo abelii
HMOX1	pongo abelii
NUAK2	pongo abelii
WWOX	pongo abelii
CARD8	pongo abelii
IFI16	pongo abelii
AKTIP	pongo abelii
BABAM2	pongo abelii
CASP3	mesocricetus auratus (golden hamster)
Ppp1r15a	cricetulus longicaudatus (long-tailed dwarf hamster)
vps-41	caenorhabditis briggsae
	african swine fever virus (strain badajoz 1971 vero-adapted) (ba71v) (asfv)
ATG4D	sus scrofa
babam2	xenopus tropicalis (western clawed frog) (silurana tropicalis)
foxo3	xenopus laevis
them4	xenopus laevis
aifm2	xenopus laevis
sgk1-a	xenopus laevis
